web-scraper-order,web-scraper-start-url,Vivre Card [source],Character,Birth Month,Birth Day,Age,Height in Meters,Blood Type
"1653321016-948","https://listfist.com/list-of-one-piece-vivre-cards","null","Hack (Fishmen)","(08) August","9","38","2.80","F (B)"
"1653321016-1136","https://listfist.com/list-of-one-piece-vivre-cards","null","Kazekage","(02) February","28","43","1.92","F (B)"
"1653321016-752","https://listfist.com/list-of-one-piece-vivre-cards","null","Enishida","(02) February","24","","",""
"1653321016-494","https://listfist.com/list-of-one-piece-vivre-cards","null","Barrel","","","","",""
"1653321016-432","https://listfist.com/list-of-one-piece-vivre-cards","null","Hiking Bear","","","","7.00",""
"1653321016-956","https://listfist.com/list-of-one-piece-vivre-cards","null","Machvise","(08) August","13","52","4.40","S (O)"
"1653321016-286","https://listfist.com/list-of-one-piece-vivre-cards","null","Brook","(04) April","3","90","2.77","X (A)"
"1653321016-685","https://listfist.com/list-of-one-piece-vivre-cards","null","Pappag","(09) September","21","33","0.50","XF (AB)"
"1653321016-735","https://listfist.com/list-of-one-piece-vivre-cards","null","Belladonna","(10) October","26","","",""
"1653321016-747","https://listfist.com/list-of-one-piece-vivre-cards","null","Daisy","(02) February","15","","",""
"1653321016-550","https://listfist.com/list-of-one-piece-vivre-cards","null","Pierre","(10) October","8","","",""
"1653321016-1057","https://listfist.com/list-of-one-piece-vivre-cards","null","Komachiyo","","","","",""
"1653321016-826","https://listfist.com/list-of-one-piece-vivre-cards","null","Karma","(06) June","6","","",""
"1653321016-657","https://listfist.com/list-of-one-piece-vivre-cards","null","Clover","(04) April","8","85","1.72","X (A)"
"1653321016-1041","https://listfist.com/list-of-one-piece-vivre-cards","null","Tea IV","","","","",""
"1653321016-724","https://listfist.com/list-of-one-piece-vivre-cards","null","PX-1","","","","6.89",""
"1653321016-840","https://listfist.com/list-of-one-piece-vivre-cards","null","Whitey Bay","(10) October","31","","",""
"1653321016-664","https://listfist.com/list-of-one-piece-vivre-cards","null","Marco","(10) October","5","45","2.03","X (A)"
"1653321016-1113","https://listfist.com/list-of-one-piece-vivre-cards","null","Toko","(10) October","5","6","0.89","F (B)"
"1653321016-924","https://listfist.com/list-of-one-piece-vivre-cards","null","Scotch (Yeti)","(12) December","11","25","42.50","S (O) RH-"
"1653321016-925","https://listfist.com/list-of-one-piece-vivre-cards","null","Smiley","(07) July","18","4","150.00",""
"1653321016-954","https://listfist.com/list-of-one-piece-vivre-cards","null","Sugar","(10) October","22","22","1.10","XF (AB)"
"1653321016-831","https://listfist.com/list-of-one-piece-vivre-cards","null","Kechatch","","","","",""
"1653321016-1062","https://listfist.com/list-of-one-piece-vivre-cards","null","Tsuru (Wano)","(09) September","15","55","1.91","F (B)"
"1653321016-565","https://listfist.com/list-of-one-piece-vivre-cards","null","Genbo","(02) February","9","25","1.93","S (O)"
"1653321016-623","https://listfist.com/list-of-one-piece-vivre-cards","null","Sonieh","","","","",""
"1653321016-754","https://listfist.com/list-of-one-piece-vivre-cards","null","Bacura","(11) November","29","","",""
"1653321016-612","https://listfist.com/list-of-one-piece-vivre-cards","null","Foxy","(04) April","4","38","1.80","S (O)"
"1653321016-849","https://listfist.com/list-of-one-piece-vivre-cards","null","Outlook III","","","","",""
"1653321016-896","https://listfist.com/list-of-one-piece-vivre-cards","null","Hyouzou","(04) April","18","39","3.27","X (A)"
"1653321016-423","https://listfist.com/list-of-one-piece-vivre-cards","null","Samurai Batts","(03) March","8","","",""
"1653321016-630","https://listfist.com/list-of-one-piece-vivre-cards","null","Zambai","(03) March","8","35","2.27","S (O)"
"1653321016-303","https://listfist.com/list-of-one-piece-vivre-cards","null","Woop Slap","(02) February","28","","",""
"1653321016-421","https://listfist.com/list-of-one-piece-vivre-cards","null","Brogy","(02) February","1","160","21.30","F (B)"
"1653321016-942","https://listfist.com/list-of-one-piece-vivre-cards","null","Rebecca","(08) August","4","16","1.71","S (O)"
"1653321016-656","https://listfist.com/list-of-one-piece-vivre-cards","null","Kerville","(04) April","1","42","5.12","F (B)"
"1653321016-653","https://listfist.com/list-of-one-piece-vivre-cards","null","Oimo","(01) January","6","153","16.00","F (B)"
"1653321016-575","https://listfist.com/list-of-one-piece-vivre-cards","null","Gode","","","","",""
"1653321016-761","https://listfist.com/list-of-one-piece-vivre-cards","null","Stalker","(09) September","28","","",""
"1653321016-481","https://listfist.com/list-of-one-piece-vivre-cards","null","F-Wani","","","","",""
"1653321016-836","https://listfist.com/list-of-one-piece-vivre-cards","null","Vasco Shot","(08) August","5","38","5.73","X (A)"
"1653321016-395","https://listfist.com/list-of-one-piece-vivre-cards","null","Ipponmatsu","(01) January","31","40","1.57","X (A)"
"1653321016-290","https://listfist.com/list-of-one-piece-vivre-cards","null","Nefertari Vivi","(02) February","2","18","1.69","F (B)"
"1653321016-464","https://listfist.com/list-of-one-piece-vivre-cards","null","Sandora Lizard","","","","",""
"1653321016-364","https://listfist.com/list-of-one-piece-vivre-cards","null","Ideaman","(03) March","17","","",""
"1653321016-1036","https://listfist.com/list-of-one-piece-vivre-cards","null","Wheel","","","","",""
"1653321016-833","https://listfist.com/list-of-one-piece-vivre-cards","null","Hangan","","","","",""
"1653321016-757","https://listfist.com/list-of-one-piece-vivre-cards","null","Tibany","(06) June","19","","",""
"1653321016-1108","https://listfist.com/list-of-one-piece-vivre-cards","null","Ibiributsu","","","","",""
"1653321016-375","https://listfist.com/list-of-one-piece-vivre-cards","null","Genzo","(06) June","17","48","1.73","F (B)"
"1653321016-741","https://listfist.com/list-of-one-piece-vivre-cards","null","Yuda #1","(12) December","7","","",""
"1653321016-851","https://listfist.com/list-of-one-piece-vivre-cards","null","Sterry","(03) March","12","20","1.80","S (O)"
"1653321016-608","https://listfist.com/list-of-one-piece-vivre-cards","null","Tonjit","(10) October","2","63","1.18","F (B)"
"1653321016-755","https://listfist.com/list-of-one-piece-vivre-cards","null","Haredas","(10) October","14","97","2.53","X (A)"
"1653321016-455","https://listfist.com/list-of-one-piece-vivre-cards","null","Mr. Mellow","","","","",""
"1653321016-516","https://listfist.com/list-of-one-piece-vivre-cards","null","Lily","","","","",""
"1653321016-1126","https://listfist.com/list-of-one-piece-vivre-cards","null","Rakuda","","","","",""
"1653321016-791","https://listfist.com/list-of-one-piece-vivre-cards","null","Squard","(09) September","6","52","2.28","F (B)"
"1653321016-999","https://listfist.com/list-of-one-piece-vivre-cards","null","Ramen","","","","",""
"1653321016-1145","https://listfist.com/list-of-one-piece-vivre-cards","null","Inukai","","","","",""
"1653321016-363","https://listfist.com/list-of-one-piece-vivre-cards","null","Pearl","(07) July","11","25","2.39","F (B)"
"1653321016-869","https://listfist.com/list-of-one-piece-vivre-cards","null","Turco","(10) October","29","45","2.58","X (A)"
"1653321016-1120","https://listfist.com/list-of-one-piece-vivre-cards","null","Kozuki Hiyori","(12) December","23","26","1.70","XF (AB)"
"1653321016-847","https://listfist.com/list-of-one-piece-vivre-cards","null","Porchemy","(04) April","3","25","3.20","X (A)"
"1653321016-819","https://listfist.com/list-of-one-piece-vivre-cards","null","Ramba","(07) July","10","","",""
"1653321016-408","https://listfist.com/list-of-one-piece-vivre-cards","null","Mr Snowman","(02) February","18","","",""
"1653321016-878","https://listfist.com/list-of-one-piece-vivre-cards","null","Caribou","(07) July","4","32","2.28","XF (AB)"
"1653321016-469","https://listfist.com/list-of-one-piece-vivre-cards","null","Natto","","","","",""
"1653321016-1115","https://listfist.com/list-of-one-piece-vivre-cards","null","Hyogoro","(02) February","14","70","1.00","S (O)"
"1653321016-921","https://listfist.com/list-of-one-piece-vivre-cards","null","Monet","(08) August","27","30","2.27","X (A)"
"1653321016-1052","https://listfist.com/list-of-one-piece-vivre-cards","null","Dream Koi","","","","",""
"1653321016-1098","https://listfist.com/list-of-one-piece-vivre-cards","null","Kamekichi","","","","",""
"1653321016-554","https://listfist.com/list-of-one-piece-vivre-cards","null","Suu","(09) September","24","","",""
"1653321016-768","https://listfist.com/list-of-one-piece-vivre-cards","null","Basilisk","","","","20.00",""
"1653321016-887","https://listfist.com/list-of-one-piece-vivre-cards","null","Choi","","","","",""
"1653321016-701","https://listfist.com/list-of-one-piece-vivre-cards","null","Scratchmen Apoo","(03) March","19","31","2.56","XF (AB)"
"1653321016-403","https://listfist.com/list-of-one-piece-vivre-cards","null","Laboon","(09) September","16","53","400.00","F (B)"
"1653321016-295","https://listfist.com/list-of-one-piece-vivre-cards","null","Lucky Roux","(07) July","6","35","2.41","F (B)"
"1653321016-816","https://listfist.com/list-of-one-piece-vivre-cards","null","Decalvan Brother #1","(05) May","22","","",""
"1653321016-811","https://listfist.com/list-of-one-piece-vivre-cards","null","Doha Ittanka II","","","","",""
"1653321016-580","https://listfist.com/list-of-one-piece-vivre-cards","null","Mayushika","","","","",""
"1653321016-1149","https://listfist.com/list-of-one-piece-vivre-cards","null","Uwattsura","","","","",""
"1653321016-1117","https://listfist.com/list-of-one-piece-vivre-cards","null","Bungo","","","","",""
"1653321016-299","https://listfist.com/list-of-one-piece-vivre-cards","null","Makino","(02) February","23","31","1.66","S (O)"
"1653321016-1139","https://listfist.com/list-of-one-piece-vivre-cards","null","Chome","(04) April","24","14","1.50","F (B)"
"1653321016-1001","https://listfist.com/list-of-one-piece-vivre-cards","null","Charlotte Mont-d'Or","(04) April","23","38","2.60","X (A)"
"1653321016-310","https://listfist.com/list-of-one-piece-vivre-cards","null","Rika","(06) June","18","","",""
"1653321016-739","https://listfist.com/list-of-one-piece-vivre-cards","null","Pansy","(07) July","20","","",""
"1653321016-1014","https://listfist.com/list-of-one-piece-vivre-cards","null","Charlotte Flampe","(02) February","11","15","1.70","S (O)"
"1653321016-704","https://listfist.com/list-of-one-piece-vivre-cards","null","Killer","(02) February","2","27","1.95","X (A)"
"1653321016-542","https://listfist.com/list-of-one-piece-vivre-cards","null","Jesus Burgess","(12) December","25","29","3.55","F (B)"
"1653321016-897","https://listfist.com/list-of-one-piece-vivre-cards","null","Shirley","(09) September","9","29","5.20","XF (AB)"
"1653321016-750","https://listfist.com/list-of-one-piece-vivre-cards","null","Boa Marigold","(09) September","5","28","4.32","S (O)"
"1653321016-547","https://listfist.com/list-of-one-piece-vivre-cards","null","Sky Fish","","","","",""
"1653321016-969","https://listfist.com/list-of-one-piece-vivre-cards","null","Carrot","(05) May","24","15","1.61","F (B)"
"1653321016-1140","https://listfist.com/list-of-one-piece-vivre-cards","null","Yazaemon","(08) August","8","24","1.80","S (O)"
"1653321016-454","https://listfist.com/list-of-one-piece-vivre-cards","null","Portgas D. Ace","(01) January","1","20","1.85","S (O)"
"1653321016-728","https://listfist.com/list-of-one-piece-vivre-cards","null","Borsalino","(11) November","23","58","3.02","XF (AB)"
"1653321016-814","https://listfist.com/list-of-one-piece-vivre-cards","null","Doma","(02) February","1","","",""
"1653321016-301","https://listfist.com/list-of-one-piece-vivre-cards","null","Gyoru","(03) March","7","","",""
"1653321016-835","https://listfist.com/list-of-one-piece-vivre-cards","null","Sanjuan Wolf","(03) March","2","99","180.00","S (O)"
"1653321016-684","https://listfist.com/list-of-one-piece-vivre-cards","null","Camie","(11) November","3","18","1.97","X (A)"
"1653321016-380","https://listfist.com/list-of-one-piece-vivre-cards","null","Kuroobi","(10) October","25","38","2.52","S (O)"
"1653321016-600","https://listfist.com/list-of-one-piece-vivre-cards","null","Marilyn","","","","",""
"1653321016-662","https://listfist.com/list-of-one-piece-vivre-cards","null","Momonga","(06) June","6","48","2.51","F (B)"
"1653321016-758","https://listfist.com/list-of-one-piece-vivre-cards","null","Heracles","(05) May","10","51","2.14","F (B)"
"1653321016-825","https://listfist.com/list-of-one-piece-vivre-cards","null","Epoida","(06) June","4","","",""
"1653321016-689","https://listfist.com/list-of-one-piece-vivre-cards","null","Devil Dias","(09) September","18","","",""
"1653321016-570","https://listfist.com/list-of-one-piece-vivre-cards","null","Gedatsu","(08) August","10","31","2.20","S (O)"
"1653321016-543","https://listfist.com/list-of-one-piece-vivre-cards","null","Van Augur","(10) October","5","27","3.40","X (A)"
"1653321016-1144","https://listfist.com/list-of-one-piece-vivre-cards","null","Fukurokuju","(03) March","29","61","2.21","X (A)"
"1653321016-406","https://listfist.com/list-of-one-piece-vivre-cards","null","Mr. 13","(05) May","17","","",""
"1653321016-578","https://listfist.com/list-of-one-piece-vivre-cards","null","Kotori","(03) March","10","27","1.79","S (O)"
"1653321016-284","https://listfist.com/list-of-one-piece-vivre-cards","null","Franky","(03) March","9","36","2.40","XF (AB)"
"1653321016-517","https://listfist.com/list-of-one-piece-vivre-cards","null","Rivers","","","","",""
"1653321016-946","https://listfist.com/list-of-one-piece-vivre-cards","null","Bluegilly","(11) November","27","24","3.14","S (O)"
"1653321016-824","https://listfist.com/list-of-one-piece-vivre-cards","null","Palms","(03) March","11","","",""
"1653321016-927","https://listfist.com/list-of-one-piece-vivre-cards","null","Kin'emon","(01) January","29","36","2.95","X (A)"
"1653321016-900","https://listfist.com/list-of-one-piece-vivre-cards","null","Zeo","(11) November","11","30","3.25","X (A)"
"1653321016-967","https://listfist.com/list-of-one-piece-vivre-cards","null","Zunesha","(12) December","18","1000","35,000.00",""
"1653321016-282","https://listfist.com/list-of-one-piece-vivre-cards","null","Tony Tony Chopper","(12) December","24","17","0.90","X (A)"
"1653321016-582","https://listfist.com/list-of-one-piece-vivre-cards","null","Moyle","","","","",""
"1653321016-1079","https://listfist.com/list-of-one-piece-vivre-cards","null","Ginnosuke","","","","",""
"1653321016-1013","https://listfist.com/list-of-one-piece-vivre-cards","null","Jarul","(12) December","8","408","20.50","F (B)"
"1653321016-620","https://listfist.com/list-of-one-piece-vivre-cards","null","Big Pan","(05) May","25","","",""
"1653321016-733","https://listfist.com/list-of-one-piece-vivre-cards","null","Marguerite","(04) April","9","18","1.78","F (B)"
"1653321016-1146","https://listfist.com/list-of-one-piece-vivre-cards","null","Tsurue Monnosuke","","","","",""
"1653321016-1024","https://listfist.com/list-of-one-piece-vivre-cards","null","Matryosoka","","","","",""
"1653321016-790","https://listfist.com/list-of-one-piece-vivre-cards","null","Francois","","","","",""
"1653321016-453","https://listfist.com/list-of-one-piece-vivre-cards","null","Yoshimoto","","","","",""
"1653321016-437","https://listfist.com/list-of-one-piece-vivre-cards","null","Lapahn","","","","1.80",""
"1653321016-740","https://listfist.com/list-of-one-piece-vivre-cards","null","Poppy","(05) May","17","","",""
"1653321016-391","https://listfist.com/list-of-one-piece-vivre-cards","null","John Giant","(05) May","19","","",""
"1653321016-822","https://listfist.com/list-of-one-piece-vivre-cards","null","Dalmatian","(11) November","1","","",""
"1653321016-771","https://listfist.com/list-of-one-piece-vivre-cards","null","Saldeath","(06) June","8","18","2.18","F (B)"
"1653321016-1148","https://listfist.com/list-of-one-piece-vivre-cards","null","Nokotti","","","","",""
"1653321016-810","https://listfist.com/list-of-one-piece-vivre-cards","null","Portgas D. Rouge","(06) June","10","","",""
"1653321016-538","https://listfist.com/list-of-one-piece-vivre-cards","null","Laffitte","(03) March","13","41","3.40","X (A)"
"1653321016-613","https://listfist.com/list-of-one-piece-vivre-cards","null","Hamburg","(02) February","22","","",""
"1653321016-1003","https://listfist.com/list-of-one-piece-vivre-cards","null","Prometheus","(07) July","19","","2.39",""
"1653321016-859","https://listfist.com/list-of-one-piece-vivre-cards","null","Kong","(05) May","9","","",""
"1653321016-304","https://listfist.com/list-of-one-piece-vivre-cards","null","Lord of the Coast","(09) September","14","","",""
"1653321016-918","https://listfist.com/list-of-one-piece-vivre-cards","null","Marine ""Grand Line"" Fifth Branch","(05) May","5","","",""
"1653321016-541","https://listfist.com/list-of-one-piece-vivre-cards","null","Tate","","","","",""
"1653321016-536","https://listfist.com/list-of-one-piece-vivre-cards","null","Donquixote Doflamingo","(10) October","23","41","3.05","X (A)"
"1653321016-817","https://listfist.com/list-of-one-piece-vivre-cards","null","Decalvan Brother #2","(05) May","22","","",""
"1653321016-1053","https://listfist.com/list-of-one-piece-vivre-cards","null","Hihimaru","","","","",""
"1653321016-331","https://listfist.com/list-of-one-piece-vivre-cards","null","Poro","(05) May","11","","",""
"1653321016-988","https://listfist.com/list-of-one-piece-vivre-cards","null","Charlotte Brûlée","(03) March","6","43","3.50","S (O)"
"1653321016-748","https://listfist.com/list-of-one-piece-vivre-cards","null","Boa Hancock","(09) September","2","31","1.91","S (O)"
"1653321016-350","https://listfist.com/list-of-one-piece-vivre-cards","null","Fullbody","(09) September","7","28","1.84","F (B)"
"1653321016-492","https://listfist.com/list-of-one-piece-vivre-cards","null","Arrow","","","","",""
"1653321016-557","https://listfist.com/list-of-one-piece-vivre-cards","null","McKinley","","","","",""
"1653321016-646","https://listfist.com/list-of-one-piece-vivre-cards","null","T Bone","(09) September","10","53","2.00","X (A)"
"1653321016-468","https://listfist.com/list-of-one-piece-vivre-cards","null","Okame","","","","",""
"1653321016-637","https://listfist.com/list-of-one-piece-vivre-cards","null","Hattori","(08) August","10","","",""
"1653321016-894","https://listfist.com/list-of-one-piece-vivre-cards","null","Ryuboshi","(06) June","24","23","5.44","S (O)"
"1653321016-690","https://listfist.com/list-of-one-piece-vivre-cards","null","Saru","(03) March","28","","",""
"1653321016-288","https://listfist.com/list-of-one-piece-vivre-cards","null","Going Merry","(01) January","22","","11.00",""
"1653321016-444","https://listfist.com/list-of-one-piece-vivre-cards","null","Snow Birds","","","","",""
"1653321016-695","https://listfist.com/list-of-one-piece-vivre-cards","null","Minoruba","(02) February","18","","",""
"1653321016-837","https://listfist.com/list-of-one-piece-vivre-cards","null","Catarina Devon","(03) March","29","36","3.61","F (B)"
"1653321016-1071","https://listfist.com/list-of-one-piece-vivre-cards","null","Yokan","","","","",""
"1653321016-345","https://listfist.com/list-of-one-piece-vivre-cards","null","Buchi","(02) February","7","23","2.16","X (A)"
"1653321016-941","https://listfist.com/list-of-one-piece-vivre-cards","null","Cavendish","(08) August","31","26","2.08","XF (AB)"
"1653321016-884","https://listfist.com/list-of-one-piece-vivre-cards","null","Great Michael","","","","",""
"1653321016-877","https://listfist.com/list-of-one-piece-vivre-cards","null","Baggaley","","","","",""
"1653321016-813","https://listfist.com/list-of-one-piece-vivre-cards","null","Little Oars Jr.","(02) February","12","72","60.00","F (B)"
"1653321016-428","https://listfist.com/list-of-one-piece-vivre-cards","null","Island Eater","(04) April","21","","715.00",""
"1653321016-1028","https://listfist.com/list-of-one-piece-vivre-cards","null","Moqueca","","","","",""
"1653321016-1026","https://listfist.com/list-of-one-piece-vivre-cards","null","Mororon","","","","",""
"1653321016-392","https://listfist.com/list-of-one-piece-vivre-cards","null","Packy","(12) December","9","","",""
"1653321016-359","https://listfist.com/list-of-one-piece-vivre-cards","null","Carne","(02) February","9","34","1.71","S (O)"
"1653321016-844","https://listfist.com/list-of-one-piece-vivre-cards","null","Dogra","(12) December","19","","",""
"1653321016-640","https://listfist.com/list-of-one-piece-vivre-cards","null","Mozu","(01) January","7","21","1.87","F (B)"
"1653321016-495","https://listfist.com/list-of-one-piece-vivre-cards","null","Brahm","","","","",""
"1653321016-402","https://listfist.com/list-of-one-piece-vivre-cards","null","Monkey D. Dragon","(10) October","5","55","2.56","F (B)"
"1653321016-280","https://listfist.com/list-of-one-piece-vivre-cards","null","Usopp","(04) April","1","19","1.76","S (O)"
"1653321016-1084","https://listfist.com/list-of-one-piece-vivre-cards","null","Jibuemon","","","","",""
"1653321016-285","https://listfist.com/list-of-one-piece-vivre-cards","null","General Franky","(01) January","8","","13.00",""
"1653321016-559","https://listfist.com/list-of-one-piece-vivre-cards","null","Fuza","(02) February","3","","",""
"1653321016-473","https://listfist.com/list-of-one-piece-vivre-cards","null","Kappa","","","","",""
"1653321016-429","https://listfist.com/list-of-one-piece-vivre-cards","null","Yuki","(12) December","17","","",""
"1653321016-394","https://listfist.com/list-of-one-piece-vivre-cards","null","Hanger","(09) September","23","","",""
"1653321016-1068","https://listfist.com/list-of-one-piece-vivre-cards","null","Saikoro","","","","",""
"1653321016-995","https://listfist.com/list-of-one-piece-vivre-cards","null","Vinsmoke Ichiji","(03) March","2","21","1.86","S (O) RH-"
"1653321016-635","https://listfist.com/list-of-one-piece-vivre-cards","null","Paulie","(07) July","8","26","1.95","S (O)"
"1653321016-961","https://listfist.com/list-of-one-piece-vivre-cards","null","Kurozumi Kanjuro","(07) July","21","39","3.47","X (A)"
"1653321016-1128","https://listfist.com/list-of-one-piece-vivre-cards","null","Kurozumi Orochi","(09) September","23","54","3.50","XF (AB)"
"1653321016-1043","https://listfist.com/list-of-one-piece-vivre-cards","null","Chap","","","","",""
"1653321016-317","https://listfist.com/list-of-one-piece-vivre-cards","null","Kuina","(09) September","17","11","1.50","S (O)"
"1653321016-294","https://listfist.com/list-of-one-piece-vivre-cards","null","Shanks","(03) March","9","39","1.99","XF (AB)"
"1653321016-845","https://listfist.com/list-of-one-piece-vivre-cards","null","Magra","(10) October","30","","",""
"1653321016-745","https://listfist.com/list-of-one-piece-vivre-cards","null","Rindo","(09) September","16","","",""
"1653321016-1091","https://listfist.com/list-of-one-piece-vivre-cards","null","Gorobe","","","","",""
"1653321016-1040","https://listfist.com/list-of-one-piece-vivre-cards","null","Stroganoff","","","","",""
"1653321016-737","https://listfist.com/list-of-one-piece-vivre-cards","null","Nerine","(12) December","15","","",""
"1653321016-1165","https://listfist.com/list-of-one-piece-vivre-cards","null","Goki","","","","",""
"1653321016-775","https://listfist.com/list-of-one-piece-vivre-cards","null","Daigin","(08) August","24","","",""
"1653321016-805","https://listfist.com/list-of-one-piece-vivre-cards","null","Izou","(10) October","13","45","1.92","X (A)"
"1653321016-1072","https://listfist.com/list-of-one-piece-vivre-cards","null","Atagoyama","","","","",""
"1653321016-1046","https://listfist.com/list-of-one-piece-vivre-cards","null","Minatomo (Wano)","","","","",""
"1653321016-1160","https://listfist.com/list-of-one-piece-vivre-cards","null","Sasaki","(02) February","3","34","3.18","XF (AB)"
"1653321016-1002","https://listfist.com/list-of-one-piece-vivre-cards","null","Charlotte Smoothie","(10) October","12","35","4.64","F (B)"
"1653321016-616","https://listfist.com/list-of-one-piece-vivre-cards","null","Chuchun","","","","",""
"1653321016-676","https://listfist.com/list-of-one-piece-vivre-cards","null","Michael","(07) July","18","14","",""
"1653321016-1082","https://listfist.com/list-of-one-piece-vivre-cards","null","Hara","","","","",""
"1653321016-864","https://listfist.com/list-of-one-piece-vivre-cards","null","Gorilla","(05) May","18","","",""
"1653321016-1027","https://listfist.com/list-of-one-piece-vivre-cards","null","Tacos","(12) December","9","","",""
"1653321016-1077","https://listfist.com/list-of-one-piece-vivre-cards","null","Inoichibannosuke","","","","",""
"1653321016-467","https://listfist.com/list-of-one-piece-vivre-cards","null","Koza","(05) May","26","22","1.77","X (A)"
"1653321016-688","https://listfist.com/list-of-one-piece-vivre-cards","null","Antonio","(01) January","21","","",""
"1653321016-1116","https://listfist.com/list-of-one-piece-vivre-cards","null","Bingo","","","","",""
"1653321016-1127","https://listfist.com/list-of-one-piece-vivre-cards","null","Shimotsuki Yasuie","(04) April","2","71","1.55","F (B)"
"1653321016-346","https://listfist.com/list-of-one-piece-vivre-cards","null","Nugire Yainu","(07) July","18","","",""
"1653321016-445","https://listfist.com/list-of-one-piece-vivre-cards","null","Hiluluk","(01) January","12","68","2.13","F (B)"
"1653321016-278","https://listfist.com/list-of-one-piece-vivre-cards","null","Roronoa Zoro","(11) November","11","21","1.81","XF (AB)"
"1653321016-682","https://listfist.com/list-of-one-piece-vivre-cards","null","Margarita","","","","",""
"1653321016-614","https://listfist.com/list-of-one-piece-vivre-cards","null","Kibagaeru","","","","",""
"1653321016-1039","https://listfist.com/list-of-one-piece-vivre-cards","null","Seki","","","","",""
"1653321016-1056","https://listfist.com/list-of-one-piece-vivre-cards","null","Tama (Human)","(03) March","3","8","1.08","F (B)"
"1653321016-1135","https://listfist.com/list-of-one-piece-vivre-cards","null","Daikoku","(05) May","12","42","4.36","S (O)"
"1653321016-1106","https://listfist.com/list-of-one-piece-vivre-cards","null","Waruno Furishiro","","","","",""
"1653321016-875","https://listfist.com/list-of-one-piece-vivre-cards","null","Amadob","(06) June","20","","",""
"1653321016-1163","https://listfist.com/list-of-one-piece-vivre-cards","null","Nangi","","","","",""
"1653321016-519","https://listfist.com/list-of-one-piece-vivre-cards","null","Eddy","","","","",""
"1653321016-700","https://listfist.com/list-of-one-piece-vivre-cards","null","Eustass Kid","(01) January","10","23","2.05","F (B)"
"1653321016-928","https://listfist.com/list-of-one-piece-vivre-cards","null","Kozuki Momonosuke","(10) October","7","8","1.10","X (A)"
"1653321016-1047","https://listfist.com/list-of-one-piece-vivre-cards","null","Gama Pyonnosuke","","","","",""
"1653321016-781","https://listfist.com/list-of-one-piece-vivre-cards","null","Minorhinoceros","(03) March","1","","",""
"1653321016-729","https://listfist.com/list-of-one-piece-vivre-cards","null","Faust","(12) December","13","","",""
"1653321016-370","https://listfist.com/list-of-one-piece-vivre-cards","null","Nezumi","(12) December","12","36","1.82","XF (AB)"
"1653321016-991","https://listfist.com/list-of-one-piece-vivre-cards","null","Capone Pez","(01) January","22","1","",""
"1653321016-522","https://listfist.com/list-of-one-piece-vivre-cards","null","Muret","","","","",""
"1653321016-488","https://listfist.com/list-of-one-piece-vivre-cards","null","Hikoichi","(05) May","1","14","1.38","S (O)"
"1653321016-1015","https://listfist.com/list-of-one-piece-vivre-cards","null","Komane","","","","",""
"1653321016-722","https://listfist.com/list-of-one-piece-vivre-cards","null","Lacuba","(05) May","31","","",""
"1653321016-732","https://listfist.com/list-of-one-piece-vivre-cards","null","Sweet Pea","(01) January","14","","",""
"1653321016-450","https://listfist.com/list-of-one-piece-vivre-cards","null","Puppu","","","","",""
"1653321016-658","https://listfist.com/list-of-one-piece-vivre-cards","null","Jaguar D. Saul","(03) March","6","105","19.50","F (B)"
"1653321016-457","https://listfist.com/list-of-one-piece-vivre-cards","null","Babe","(06) June","19","30","2.18","F (B)"
"1653321016-374","https://listfist.com/list-of-one-piece-vivre-cards","null","Nojiko","(07) July","25","22","1.70","S (O)"
"1653321016-699","https://listfist.com/list-of-one-piece-vivre-cards","null","Basil Hawkins","(09) September","9","31","2.10","S (O)"
"1653321016-365","https://listfist.com/list-of-one-piece-vivre-cards","null","Hustle","(07) July","28","","",""
"1653321016-709","https://listfist.com/list-of-one-piece-vivre-cards","null","Peterman","(01) January","4","","",""
"1653321016-876","https://listfist.com/list-of-one-piece-vivre-cards","null","Wallem","","","","",""
"1653321016-602","https://listfist.com/list-of-one-piece-vivre-cards","null","Koda","","","","",""
"1653321016-881","https://listfist.com/list-of-one-piece-vivre-cards","null","Surume","(06) June","9","120","300.00","S (O)"
"1653321016-360","https://listfist.com/list-of-one-piece-vivre-cards","null","Roxanne","(01) January","23","","",""
"1653321016-865","https://listfist.com/list-of-one-piece-vivre-cards","null","Ninth","","","","",""
"1653321016-594","https://listfist.com/list-of-one-piece-vivre-cards","null","Kashigami","(11) November","4","","",""
"1653321016-1090","https://listfist.com/list-of-one-piece-vivre-cards","null","Chocho","","","","",""
"1653321016-1124","https://listfist.com/list-of-one-piece-vivre-cards","null","Kisegawa","","","","",""
"1653321016-475","https://listfist.com/list-of-one-piece-vivre-cards","null","Erik","","","","",""
"1653321016-1022","https://listfist.com/list-of-one-piece-vivre-cards","null","Matryosuka","","","","",""
"1653321016-404","https://listfist.com/list-of-one-piece-vivre-cards","null","Crocus","(06) June","4","73","2.03","XF (AB)"
"1653321016-1059","https://listfist.com/list-of-one-piece-vivre-cards","null","Tenguyama Hitetsu","(05) May","19","81","2.14","F (B)"
"1653321016-505","https://listfist.com/list-of-one-piece-vivre-cards","null","Headband Catfish Village Elder","","","","",""
"1653321016-574","https://listfist.com/list-of-one-piece-vivre-cards","null","Isa","","","","",""
