"_id","_labels","age","anime_percentage","armament_haki","average_rating_ep","awakening_fruit_of_devil","birth_month","bood_type","bounty_EUR","bounty_USD","chapters_later","class_name","conquerors_haki","days_later","deceased","devil_fruit","height_in_foot","height_in_meters","hometown","manga_percentage","name_character","name_crew","name_race","name_saga","number_chapter","number_ep","observation_haki","page_chapter","payoff","rank_episode_ep","rank_height","rank_wanted","release_date_chapter","sea_name","setup","title_chapter","title_ep","total_chapters","total_episodes","total_pages","total_votes_ep","year_of_release_ep","years_later","_start","_end","_type"
"2144",":Race","","","","","","","","","","","","","","","","","","","","","","Human","","","","","","","","","","","","","","","","","","","","",,,
"2145",":Race","","","","","","","","","","","","","","","","","","","","","","Human (Centaur)","","","","","","","","","","","","","","","","","","","","",,,
"2146",":Race","","","","","","","","","","","","","","","","","","","","","","Human (Cyborg)","","","","","","","","","","","","","","","","","","","","",,,
"2147",":Race","","","","","","","","","","","","","","","","","","","","","","Human (Harpy)","","","","","","","","","","","","","","","","","","","","",,,
"2148",":Race","","","","","","","","","","","","","","","","","","","","","","Human (Modified)","","","","","","","","","","","","","","","","","","","","",,,
"2149",":Race","","","","","","","","","","","","","","","","","","","","","","Human + Fishmen","","","","","","","","","","","","","","","","","","","","",,,
"2150",":Race","","","","","","","","","","","","","","","","","","","","","","Human + Giant (Artificial)","","","","","","","","","","","","","","","","","","","","",,,
"2151",":Race","","","","","","","","","","","","","","","","","","","","","","Human + Longleg","","","","","","","","","","","","","","","","","","","","",,,
"2152",":Race","","","","","","","","","","","","","","","","","","","","","","Human + Merfolk","","","","","","","","","","","","","","","","","","","","",,,
"2153",":Race","","","","","","","","","","","","","","","","","","","","","","Human + Three-Eye","","","","","","","","","","","","","","","","","","","","",,,
"2154",":Race","","","","","","","","","","","","","","","","","","","","","","Longarm","","","","","","","","","","","","","","","","","","","","",,,
"2155",":Race","","","","","","","","","","","","","","","","","","","","","","Longleg","","","","","","","","","","","","","","","","","","","","",,,
"2156",":Race","","","","","","","","","","","","","","","","","","","","","","Lunarian","","","","","","","","","","","","","","","","","","","","",,,
"2157",":Race","","","","","","","","","","","","","","","","","","","","","","Merfolk","","","","","","","","","","","","","","","","","","","","",,,
"2158",":Race","","","","","","","","","","","","","","","","","","","","","","Mink","","","","","","","","","","","","","","","","","","","","",,,
"2159",":Race","","","","","","","","","","","","","","","","","","","","","","Shyandia","","","","","","","","","","","","","","","","","","","","",,,
"2160",":Race","","","","","","","","","","","","","","","","","","","","","","Skypean","","","","","","","","","","","","","","","","","","","","",,,
"2161",":Crews","","","","","","","","","","","","","","","","","","","","","Abitanti di Zo","","","","","","","","","","","","","","","","","","","","","",,,
"2162",":Crews","","","","","","","","","","","","","","","","","","","","","Armata rivoluzionaria","","","","","","","","","","","","","","","","","","","","","",,,
"2163",":Crews","","","","","","","","","","","","","","","","","","","","","Baroque Works","","","","","","","","","","","","","","","","","","","","","",,,
"2164",":Crews","","","","","","","","","","","","","","","","","","","","","CP9","","","","","","","","","","","","","","","","","","","","","",,,
"2165",":Crews","","","","","","","","","","","","","","","","","","","","","Famiglia Kozuki","","","","","","","","","","","","","","","","","","","","","",,,
"2166",":Crews","","","","","","","","","","","","","","","","","","","","","Galley-La company","","","","","","","","","","","","","","","","","","","","","",,,
"2167",":Crews","","","","","","","","","","","","","","","","","","","","","Germa 66","","","","","","","","","","","","","","","","","","","","","",,,
"2168",":Crews","","","","","","","","","","","","","","","","","","","","","Grande flotta Yonta Maria","","","","","","","","","","","","","","","","","","","","","",,,
"2169",":Crews","","","","","","","","","","","","","","","","","","","","","Guerrieri di Ener","","","","","","","","","","","","","","","","","","","","","",,,
"2170",":Crews","","","","","","","","","","","","","","","","","","","","","Marina","","","","","","","","","","","","","","","","","","","","","",,,
"2171",":Crews","","","","","","","","","","","","","","","","","","","","","Naviglio degli otto tesori","","","","","","","","","","","","","","","","","","","","","",,,
"2172",":Crews","","","","","","","","","","","","","","","","","","","","","Nobili mondiali","","","","","","","","","","","","","","","","","","","","","",,,
"2173",":Crews","","","","","","","","","","","","","","","","","","","","","Nove foderi rossi","","","","","","","","","","","","","","","","","","","","","",,,
"2174",":Crews","","","","","","","","","","","","","","","","","","","","","Nuovi pirati giganti guerrieri","","","","","","","","","","","","","","","","","","","","","",,,
"2175",":Crews","","","","","","","","","","","","","","","","","","","","","Piratesse Kuja","","","","","","","","","","","","","","","","","","","","","",,,
"2176",":Crews","","","","","","","","","","","","","","","","","","","","","Pirati Barto club","","","","","","","","","","","","","","","","","","","","","",,,
"2177",":Crews","","","","","","","","","","","","","","","","","","","","","Pirati Heart","","","","","","","","","","","","","","","","","","","","","",,,
"2178",":Crews","","","","","","","","","","","","","","","","","","","","","Pirati Tontatta","","","","","","","","","","","","","","","","","","","","","",,,
"2179",":Crews","","","","","","","","","","","","","","","","","","","","","Pirati del Rosso","","","","","","","","","","","","","","","","","","","","","",,,
"2180",":Crews","","","","","","","","","","","","","","","","","","","","","Pirati del Sole","","","","","","","","","","","","","","","","","","","","","",,,
"2181",":Crews","","","","","","","","","","","","","","","","","","","","","Pirati delle cento bestie","","","","","","","","","","","","","","","","","","","","","",,,
"2182",":Crews","","","","","","","","","","","","","","","","","","","","","Pirati di Barbabianca (sciolti)","","","","","","","","","","","","","","","","","","","","","",,,
"2183",":Crews","","","","","","","","","","","","","","","","","","","","","Pirati di Barbanera","","","","","","","","","","","","","","","","","","","","","",,,
"2184",":Crews","","","","","","","","","","","","","","","","","","","","","Pirati di Big Mom","","","","","","","","","","","","","","","","","","","","","",,,
"2185",":Crews","","","","","","","","","","","","","","","","","","","","","Pirati di Cappello di paglia","","","","","","","","","","","","","","","","","","","","","",,,
"2186",":Crews","","","","","","","","","","","","","","","","","","","","","Pirati di Donquijote (arrestati)","","","","","","","","","","","","","","","","","","","","","",,,
"2187",":Crews","","","","","","","","","","","","","","","","","","","","","Pirati di Ideo","","","","","","","","","","","","","","","","","","","","","",,,
"2188",":Crews","","","","","","","","","","","","","","","","","","","","","Pirati di Kidd","","","","","","","","","","","","","","","","","","","","","",,,
"2189",":Crews","","","","","","","","","","","","","","","","","","","","","Pirati di Roger (sciolti)","","","","","","","","","","","","","","","","","","","","","",,,
"2190",":Crews","","","","","","","","","","","","","","","","","","","","","Pirati di Thriller Bark","","","","","","","","","","","","","","","","","","","","","",,,
"2191",":Crews","","","","","","","","","","","","","","","","","","","","","Pirati splendidi","","","","","","","","","","","","","","","","","","","","","",,,
"2192",":Characters","","","","","","(01) January","","","","","","","","","","","","","","A O","","","","","","","","","","","","","","","","","","","","","","",,,
"2193",":Characters","","","","","","","","","","","","","","","","","","","","Abdullah","","","","","","","","","","","","","","","","","","","","","","",,,
"2194",":Characters","36","","","","✗","(12) December","F (B)","","","","","","","✗","Suke Suke no Mi","6.4","1.95","","","Absalom","","","","","","","","","","279","","","","","","","","","","","","",,,
"2195",":Characters","","","","","","","","","","","","","","","","","","","","Acilia","","","","","","","","","","","","","","","","","","","","","","",,,
"2196",":Characters","","","","","","","","","","","","","","","","","","","","Adele","","","","","","","","","","","","","","","","","","","","","","",,,
"2197",":Characters","","","","","","","","","","","","","","","","","","","","Aggie 68","","","","","","","","","","","","","","","","","","","","","","",,,
"2198",":Characters","","","","","","","","","","","","","","","","","","","","Agotogi","","","","","","","","","","","","","","","","","","","","","","",,,
"2199",":Characters","","","","","","","","","","","","","","","","","","","","Agsilly","","","","","","","","","","","","","","","","","","","","","","",,,
"2200",":Characters","","","","","","","","","","","","","","","","","","","","Agyo (aka Fighting Lion)","","","","","","","","","","","","","","","","","","","","","","",,,
"2201",":Characters","","","","","","","","","","","","","","","","","","","","Ahho Desunen IX","","","","","","","","","","","","","","","","","","","","","","",,,
"2202",":Characters","","","","","","","","","","","","","","","","","","","","Ahho Zurako","","","","","","","","","","","","","","","","","","","","","","",,,
"2203",":Characters","","","","","","","","","","","","","","","","","","","","Ahiru","","","","","","","","","","","","","","","","","","","","","","",,,
"2204",":Characters","11","","","","","(01) January","F (B)","","","","","","","","","4.59","1.4","The Village Hidden in the Cloud","","Aisa","","","","","","✓","","","","401","","","","","","","","","","","","",,,
"2205",":Characters","","","","","","","","","","","","","","","","","","","","Akehende","","","","","","","","","","","","","","","","","","","","","","",,,
"2206",":Characters","","","","","","","","","","","","","","","","","","","","Akudai Kanzaburo","","","","","","","","","","","","","","","","","","","","","","",,,
"2207",":Characters","","","","","","(12) December","","","","","","","","","","","","","","Akumai","","","","","","","","","","","","","","","","","","","","","","",,,
"2208",":Characters","","","","","","","","","","","","","","","","","","","","Aladine","","","","","","","","","","","","","","","","","","","","","","",,,
"2209",":Characters","","","","","","","","€697,163","$826,008","","","","","","","","","","","Albion","","","","","","","","","","","74","","","","","","","","","","","",,,
"2210",":Characters","","","","","","","","","","","","","","","","","","","","Ally","","","","","","","","","","","","","","","","","","","","","","",,,
"2211",":Characters","","","","","✗","","","","","","","","","✓","Alpaca SMILE","","","","","Alpacaman","","","","","","","","","","","","","","","","","","","","","","",,,
"2212",":Characters","27","","","","✗","(03) March","S (O)","€37,889","$44,892","","","","","✓","Sube Sube no Mi","6.5","1.98","","","Alvida","","","","","","","","","","272","140","","","","","","","","","","","",,,
"2213",":Characters","","","","","","(06) June","","","","","","","","","","","","","","Amadob","","","","","","","","","","","","","","","","","","","","","","",,,
"2214",":Characters","79","","","","","(08) August","X (A)","","","","","","","","","3.94","1.2","","","Amazon","","","","","","","","","","410","","","","","","","","","","","","",,,
"2215",":Characters","","","","","","(01) January","","","","","","","","","","","","","","An Zengaiina","","","","","","","","","","","","","","","","","","","","","","",,,
"2216",":Characters","53","","","","","(03) March","XF (AB)","","","","","","","","","16.8","5.12","","","And","","","","","","","","","","74","","","","","","","","","","","","",,,
"2217",":Characters","","","","","","(05) May","","","","","","","","","","","","","","Andre","","","","","","","","","","","","","","","","","","","","","","",,,
"2218",":Characters","","","","","","(01) January","","","","","","","","","","","","","","Anjo","","","","","","","","","","","","","","","","","","","","","","",,,
"2219",":Characters","","","","","","","","","","","","","","","","","","","","Ankoro","","","","","","","","","","","","","","","","","","","","","","",,,
"2220",":Characters","","","","","","(01) January","","","","","","","","","","","","","","Antonio","","","","","","","","","","","","","","","","","","","","","","",,,
"2221",":Characters","","","✓","","","(08) August","","","","","","","","","","","","","","Aphelandra","","","","","","","","","","","","","","","","","","","","","","",,,
"2222",":Characters","","","","","","","","","","","","","","","","","","","","Aremo Ganmi","","","","","","","","","","","","","","","","","","","","","","",,,
"2223",":Characters","41","","","","","(05) May","F (B)","€151,557","$179,567","","","","","","","8.63","2.63","Ryuuguu","","Arlong","","","","","","","","","","169","116","","","","","","","","","","","",,,
"2224",":Characters","","","","","","","","","","","","","","","","","","","","Arrow","","","","","","","","","","","","","","","","","","","","","","",,,
"2225",":Characters","","","","","","","","","","","","","","","","","","","","Arthur","","","","","","","","","","","","","","","","","","","","","","",,,
"2226",":Characters","","","","","","","","","","","","","","","","","","","","Aruyutayan V","","","","","","","","","","","","","","","","","","","","","","",,,
"2227",":Characters","","","","","","","","","","","","","","","","","","","","Asahija","","","","","","","","","","","","","","","","","","","","","","",,,
"2228",":Characters","","","","","","","","","","","","","","","","","","","","Asashichi","","","","","","","","","","","","","","","","","","","","","","",,,
"2229",":Characters","56","","✓","","","(04) April","X (A)","","","","","","","","","17.85","5.44","","","Ashura Doji","","","","","","✓","","","","66","","","","","","","","","","","","",,,
"2230",":Characters","","","","","","","","","","","","","","","","","","","","Aswa","","","","","","","","","","","","","","","","","","","","","","",,,
"2231",":Characters","","","","","","","","","","","","","","","","","","","","Atagoyama","","","","","","","","","","","","","","","","","","","","","","",,,
"2232",":Characters","","","","","","(03) March","","","","","","","","","","","","","","Atmos","","","","","","","","","","","","","","","","","","","","","","",,,
"2233",":Characters","","","","","","","","","","","","","","","","","","","","Attach","","","","","","","","","","","","","","","","","","","","","","",,,
"2234",":Characters","42","","","","","(09) September","X (A)","Unknown","Unknown","","","","","","","16.57","5.05","","","Avalo Pizarro","","","","","","","","","","79","999","","","","","","","","","","","",,,
"2235",":Characters","","","","","✗","","","","","","","","","✓","(unknown)","","","","","Azuki","","","","","","","","","","","","","","","","","","","","","","",,,
"2236",":Characters","","","","","✗","","","","","","","","","✓","Elephant SMILE","","","","","Babanuki","","","","","","","","","","","","","","","","","","","","","","",,,
"2237",":Characters","30","","","","","(06) June","F (B)","€24,249","$28,731","","","","","","","7.15","2.18","","","Babe","","","","","","","","","","228","142","","","","","","","","","","","",,,
"2238",":Characters","24","","","","✗","(05) May","XF (AB)","","","","","","","✓","Buki Buki no Mi","5.94","1.81","Kuen Village","","Baby 5","","","","","","","","","","331","","","","","","","","","","","","",,,
"2239",":Characters","","","","","","(11) November","","","","","","","","","","","","","","Bacura","","","","","","","","","","","","","","","","","","","","","","",,,
"2240",":Characters","","","","","","","","","","","","","","","","","","","","Baggaley","","","","","","","","","","","","","","","","","","","","","","",,,
"2241",":Characters","","","","","","","","","","","","","","","","","","","","Bakezo","","","","","","","","","","","","","","","","","","","","","","",,,
"2242",":Characters","76","","","","","(04) April","S (O)","","","","","","","","","2.23","0.68","","","Bakkin","","","","","","","","","","421","","","","","","","","","","","","",,,
"2243",":Characters","","","","","","","","","","","","","","","","","","","","Ban Dedessinée","","","","","","","","","","","","","","","","","","","","","","",,,
"2244",":Characters","","","","","","","","","","","","","","","","","","","","Banchi","","","","","","","","","","","","","","","","","","","","","","",,,
"2245",":Characters","","","","","","(12) December","","","","","","","","","","","","Syrup Village","","Banchina","","","","","","","","","","","","","","","","","","","","","","",,,
"2246",":Characters","","","","","","","","","","","","","","","","","","","","Bankuro","","","","","","","","","","","","","","","","","","","","","","",,,
"2247",":Characters","","","","","","","","","","","","","","","","","","","","Banshee","","","","","","","","","","","","","","","","","","","","","","",,,
"2248",":Characters","","","","","","","","","","","","","","","","","","","","Banzaburo","","","","","","","","","","","","","","","","","","","","","","",,,
"2249",":Characters","","","","","","","","","","","","","","","","","","","","Bao","","","","","","","","","","","","","","","","","","","","","","",,,
"2250",":Characters","","","","","✗","","","","","","","","","✓","Flying Squirrel SMILE","","","","","Bao Huang","","","","","","","","","","","","","","","","","","","","","","",,,
"2251",":Characters","","","","","","","","","","","","","","","","","","","","Bariete","","","","","","","","","","","","","","","","","","","","","","",,,
"2252",":Characters","","","","","","","","","","","","","","","","","","","","Barrel","","","","","","","","","","","","","","","","","","","","","","",,,
"2253",":Characters","","","","","","","","","","","","","","","","","","","","Barry","","","","","","","","","","","","","","","","","","","","","","",,,
"2254",":Characters","47","","","","✗","(02) February","X (A)","€2,243,047","$2,657,592","","","","","✓","Nikyu Nikyu no Mi","22.6","6.89","","","Bartholomew Kuma","","","","","","","","","","53","47","","","","","","","","","","","",,,
"2255",":Characters","24","","","","✗","(10) October","X (A)","€1,515,572","$1,795,670","","","","","✓","Bari Bari no Mi","7.22","2.2","","","Bartolomeo","","","","","","","","","","224","55","","","","","","","","","","","",,,
"2256",":Characters","48","","","","","(03) March","X (A)","","","","","","","","","16.8","5.12","","","Bas","","","","","","","","","","74","","","","","","","","","","","","",,,
"2257",":Characters","31","","✓","","✗","(09) September","S (O)","€2,424,916","$2,873,072","","","","","✓","Wara Wara no Mi","6.89","2.1","","","Basil Hawkins","","","","","","✓","","","","244","40","","","","","","","","","","","",,,
"2258",":Characters","","","","","","","","","","","","","","","","65.62","20.0","","","Basilisk","","","","","","","","","","32","","","","","","","","","","","","",,,
"2259",":Characters","38","","✓","","","(07) July","F (B)","","","","","","","","","9.55","2.91","","","Bastille","","","","","","✓","","","","154","","","","","","","","","","","","",,,
"2260",":Characters","","","","","","(07) July","","","","","","","","","","","","","","Batchee","","","","","","","","","","","","","","","","","","","","","","",,,
"2261",":Characters","","","","","✗","","","","","","","","","✓","Bat SMILE","","","","","Batman","","","","","","","","","","","","","","","","","","","","","","",,,
"2262",":Characters","","","","","","","","","","","","","","","","","","","","Baxcon","","","","","","","","","","","","","","","","","","","","","","",,,
"2263",":Characters","","","","","","","","","","","","","","","","","","","","Beer VI","","","","","","","","","","","","","","","","","","","","","","",,,
"2264",":Characters","34","","✓","","✗","(06) June","XF (AB)","€3,463,083","$4,103,106","","","","","✓","Kobu Kobu no Mi","6.43","1.96","","","Belo Betty","","","","","","✓","","","","277","28","","","","","","","","","","","",,,
"2265",":Characters","","","","","","(10) October","","","","","","","","","","","","","","Belladonna","","","","","","","","","","","","","","","","","","","","","","",,,
"2266",":Characters","27","","✓","","✗","(08) August","F (B)","€1,477,683","$1,750,778","","","","","✓","Bane Bane no Mi","7.87","2.4","","","Bellamy","","","","","","✓","","","","194","58","","","","","","","","","","","",,,
"2267",":Characters","","","","","","","","","","","","","","","","","","","","Bellett","","","","","","","","","","","","","","","","","","","","","","",,,
"2268",":Characters","30","","","","","(12) December","S (O)","","","","","","","","","6.1","1.86","Cocoyasi","","Bell-mère","","","","","","","","","","311","","","","","","","","","","","","",,,
"2269",":Characters","50","","","","","(11) November","X (A)","Unknown","Unknown","","","","","","","6.76","2.06","","","Benn Beckman","","","","","","","","","","252","999","","","","","","","","","","","",,,
"2270",":Characters","32","","","","✗","(08) August","F (B)","€242,492","$287,307","","","","","✓","Mane Mane no Mi","7.81","2.38","","","Bentham","","","","","","","","","","200","107","","","","","","","","","","","",,,
"2271",":Characters","22","","","","","(11) November","S (O)","€3.79","$4.49","","","","","","","7.87","2.4","","","Bepo","","","","","","","","","","194","144","","","","","","","","","","","",,,
"2272",":Characters","","","","","✗","","","","","","","","","✓","Mushi Mushi no Mi, Model: Suzumebachi","","","","","Bian","","","","","","","","","","","","","","","","","","","","","","",,,
"2273",":Characters","","","","","","(05) May","","","","","","","","","","","","","","Big Pan","","","","","","","","","","","","","","","","","","","","","","",,,
"2274",":Characters","","","","","","","","","","","","","","","","","","","","Bingo","","","","","","","","","","","","","","","","","","","","","","",,,
"2275",":Characters","28","","","","","(08) August","XF (AB)","","","","","","","","","5.97","1.82","","","Bishamon","","","","","","","","","","328","","","","","","","","","","","","",,,
"2276",":Characters","","","","","","","","","","","","","","","","","","","","Biyo","","","","","","","","","","","","","","","","","","","","","","",,,
"2277",":Characters","","","","","","(02) February","","","","","","","","","","","","","","Bizarre","","","","","","","","","","","","","","","","","","","","","","",,,
"2278",":Characters","29","","✓","","✗","(09) September","S (O)","€3,684,728","$4,349,928","","","","","✓","Kumo Kumo no Mi, Model: Rosamygale Grauvogeli","26.9","8.2","","","Black Maria","","","","","","✓","","","","44","24","","","","","","","","","","","",,,
"2279",":Characters","","","","","","","","","","","","","","","","","","","","Blackback","","","","","","","","","","","","","","","","","","","","","","",,,
"2280",":Characters","","","","","✗","(02) February","","","","","","","","✓","Poke Poke no Mi","","","","","Blamenco","","","","","","","","","","","","","","","","","","","","","","",,,
"2281",":Characters","","","","","","(08) August","","","","","","","","","","","","","","Blenheim","","","","","","","","","","","","","","","","","","","","","","",,,
"2282",":Characters","","","","","","(02) February","","","","","","","","","","","","","","Blondie","","","","","","","","","","","","","","","","","","","","","","",,,
"2283",":Characters","","","","","","(07) July","","","","","","","","","","","","","","Blue Fan","","","","","","","","","","","","","","","","","","","","","","",,,
"2284",":Characters","","","","","","","","","","","","","","","","","","","","Blue Gilly","","","","","","","","","","","","","","","","","","","","","","",,,
"2285",":Characters","42","","","","","(02) February","X (A)","€108,363","$128,390","","","","","","","8.56","2.61","Goa Kingdom","","Bluejam","","","","","","","","","","171","125","","","","","","","","","","","",,,
"2286",":Characters","32","","✓","","✗","(04) April","X (A)","","","","","","","✓","Doa Doa no Mi","8.46","2.58","","","Blueno","","","","","","✓","","","","175","","","","","","","","","","","","",,,
"2287",":Characters","","","","","","","","","","","","","","","","","","","","Blumarine","","","","","","","","","","","","","","","","","","","","","","",,,
"2288",":Characters","31","","✓","","✗","(09) September","S (O)","€606,229","$718,268","","","✓","","✓","Mero Mero no Mi","6.27","1.91","","","Boa Hancock","","","","","","✓","","","","291","80","","","","","","","","","","","",,,
"2289",":Characters","28","","✓","","✗","(09) September","S (O)","€303,114","$359,134","","","","","✓","Hebi Hebi no Mi, Model: King Cobra","14.17","4.32","","","Boa Marigold","","","","","","✓","","","","97","100","","","","","","","","","","","",,,
"2290",":Characters","30","","✓","","✗","(09) September","S (O)","€303,114","$359,134","","","","","✓","Hebi Hebi no Mi, Model: Anaconda","14.86","4.53","","","Boa Sandersonia","","","","","","✓","","","","90","100","","","","","","","","","","","",,,
"2291",":Characters","","","","","","","","€799,464","$947,216","","","","","","","","","","","Bobbin","","","","","","","","","","","65","","","","","","","","","","","",,,
"2292",":Characters","33","","","","","(02) February","X (A)","€272,803","$323,221","","","","","","","10.5","3.2","","","Bobby Funk","","","","","","","","","","126","103","","","","","","","","","","","",,,
"2293",":Characters","","","","","","","","","","","","","","","","","","","","Bobomba","","","","","","","","","","","","","","","","","","","","","","",,,
"2294",":Characters","","","","","","","","","","","","","","","","","","","","Bogard","","","","","","","","","","","","","","","","","","","","","","",,,
"2295",":Characters","","","","","","","","","","","","","","","","","","","","Bomba","","","","","","","","","","","","","","","","","","","","","","",,,
"2296",":Characters","","","","","","","","","","","","","","","","","","","","Bongo","","","","","","","","","","","","","","","","","","","","","","",,,
"2297",":Characters","","","","","","","","","","","","","","","","","","","","Bonk Punch","","","","","","","","","","","","","","","","","","","","","","",,,
"2298",":Characters","","","✓","","","","","","","","","","","","","","","","","Boo","","","","","","","","","","","","","","","","","","","","","","",,,
"2299",":Characters","75","","","","","(01) January","F (B)","","","","","","","","","5.64","1.72","Orange Town","","Boodle","","","","","","","","","","368","","","","","","","","","","","","",,,
"2300",":Characters","58","","✓","","✗","(11) November","XF (AB)","","","","","","","✓","Pika Pika no Mi","9.91","3.02","","","Borsalino","","","","","","✓","","","","141","","","","","","","","","","","","",,,
"2301",":Characters","14","","","","","(04) April","F (B)","","","","","","","","","4.36","1.33","Alabasta Kingdom","","Bourbon Jr.","","","","","","","","","","405","","","","","","","","","","","","",,,
"2302",":Characters","24","","","","","(10) October","X (A)","","","","","","","","","5.87","1.79","The Village Hidden in the Cloud","","Braham","","","","","","","","","","343","","","","","","","","","","","","",,,
"2303",":Characters","","","","","","","","","","","","","","","","","","","","Brahm","","","","","","","","","","","","","","","","","","","","","","",,,
"2304",":Characters","56","","","","","(09) September","X (A)","","","","","","","","","6.23","1.9","","","Brannew","","","","","","","","","","295","","","","","","","","","","","","",,,
"2305",":Characters","","","","","","","","","","","","","","","","","","","","Brew","","","","","","","","","","","","","","","","","","","","","","",,,
"2306",":Characters","","","","","✗","","","","","","","","","✓","Gorilla SMILE","","","","","Briscola","","","","","","","","","","","","","","","","","","","","","","",,,
"2307",":Characters","","","","","","","","","","","","","","","","","","","","Brocca","","","","","","","","","","","","","","","","","","","","","","",,,
"2308",":Characters","160","","","","","(02) February","F (B)","€757,786","$897,835","","","","","","","69.88","21.3","","","Brogy","","","","","","","","","","30","66","","","","","","","","","","","",,,
"2309",":Characters","90","","","","✗","(04) April","X (A)","€628,963","$745,203","","","","","✓","Yomi Yomi no Mi","9.09","2.77","","","Brook","","","","","","","","","","161","77","","","","","","","","","","","",,,
"2310",":Characters","","","","","","","","","","","","","","","","","","","","Buche","","","","","","","","","","","","","","","","","","","","","","",,,
"2311",":Characters","23","","","","","(02) February","X (A)","€53,045","$62,848","","","","","","","7.09","2.16","","","Buchi","","","","","","","","","","232","137","","","","","","","","","","","",,,
"2312",":Characters","30","","","","✗","(04) April","F (B)","","","","","","","✓","Guru Guru no Mi","22.83","6.96","","","Buffalo","","","","","","","","","","49","","","","","","","","","","","","",,,
"2313",":Characters","39","","","","✗","(08) August","F (B)","€113,668","$134,675","","","","","✓","Bara Bara no Mi","6.3","1.92","","","Buggy","","","","","","","","","","286","123","","","","","","","","","","","",,,
"2314",":Characters","","","","","","","","","","","","","","","","","","","","Buhichuck","","","","","","","","","","","","","","","","","","","","","","",,,
"2315",":Characters","","","","","","","","","","","","","","","","","","","","Building Snake","","","","","","","","","","","","","","","","","","","","","","",,,
"2316",":Characters","","","","","✗","","","","","","","","","✓","Inu Inu no Mi, Model: Tanuki","","","","","Bunbuku","","","","","","","","","","","","","","","","","","","","","","",,,
"2317",":Characters","","","","","","","","","","","","","","","","","","","","Bungo","","","","","","","","","","","","","","","","","","","","","","",,,
"2318",":Characters","","","","","","","","","","","","","","","","","","","","Bunny Joe","","","","","","","","","","","","","","","","","","","","","","",,,
"2319",":Characters","","","","","","","","","","","","","","","","","","","","Bushon","","","","","","","","","","","","","","","","","","","","","","",,,
"2320",":Characters","","","","","","","","","","","","","","","","","","","","Busshiri","","","","","","","","","","","","","","","","","","","","","","",,,
"2321",":Characters","27","","","","","(12) December","","","","","","","","","","6.3","1.92","","","Byron","","","","","","","","","","286","","","","","","","","","","","","",,,
"2322",":Characters","34","","","","","(09) September","X (A)","","","","","","","","","6.82","2.08","","","Cabaji","","","","","","","","","","246","","","","","","","","","","","","",,,
"2323",":Characters","40","","","","✗","(04) April","X (A)","€2,273,359","$2,693,505","","","","","✓","Gasu Gasu no Mi","10.14","3.09","","","Caesar Clown","","","","","","","","","","134","44","","","","","","","","","","","",,,
"2324",":Characters","18","","","","","(11) November","X (A)","","","","","","","","","6.46","1.97","","","Camie","","","","","","","","","","274","","","","","","","","","","","","",,,
"2325",":Characters","","","","","","","","","","","","","","","","","","","","Camel","","","","","","","","","","","","","","","","","","","","","","",,,
"2326",":Characters","","","","","","","","","","","","","","","","","","","","Cancer","","","","","","","","","","","","","","","","","","","","","","",,,
"2327",":Characters","","","","","","(05) May","","","","","","","","","","","","","","Candre","","","","","","","","","","","","","","","","","","","","","","",,,
"2328",":Characters","42","","","","✗","(01) January","S (O)","€2,652,252","$3,142,423","","","","","✓","Shiro Shiro no Mi","5.45","1.66","","","Capone Bege","","","","","","","","","","383","34","","","","","","","","","","","",,,
"2329",":Characters","1","","","","","(01) January","","","","","","","","","","","","","","Capone Pez","","","","","","","","","","","","","","","","","","","","","","",,,
"2330",":Characters","","","","","","(05) May","","","","","","","","","","","","","","Capote","","","","","","","","","","","","","","","","","","","","","","",,,
"2331",":Characters","32","","","","✗","(07) July","XF (AB)","€1,591,351","$1,885,454","","","","","✓","Numa Numa no Mi","7.48","2.28","","","Caribou","","","","","","","","","","208","52","","","","","","","","","","","",,,
"2332",":Characters","80","","","","✗","(12) December","S (O)","","","","","","","✗","Soru Soru no Mi","6.07","1.85","","","Carmel","","","","","","","","","","318","","","","","","","","","","","","",,,
"2333",":Characters","34","","","","","(02) February","S (O)","","","","","","","","","5.61","1.71","","","Carne","","","","","","","","","","370","","","","","","","","","","","","",,,
"2334",":Characters","15","","","","","(05) May","F (B)","","","","","","","","","5.28","1.61","Mokomo Dukedom","","Carrot","","","","","","","","","","386","","","","","","","","","","","","",,,
"2335",":Characters","","","","","","","","","","","","","","","","","","","","Catacombo","","","","","","","","","","","","","","","","","","","","","","",,,
"2336",":Characters","36","","","","✗","(03) March","F (B)","Unknown","Unknown","","","","","✓","Inu Inu no Mi, Model: Kyubi","11.84","3.61","","","Catarina Devon","","","","","","","","","","105","999","","","","","","","","","","","",,,
"2337",":Characters","26","","✓","","","(08) August","XF (AB)","€2,500,694","$2,962,856","","","","","","","6.82","2.08","","","Cavendish","","","","","","✓","","","","246","37","","","","","","","","","","","",,,
"2338",":Characters","","","","","","","","","","","","","","","","","","","","CB Gallant","","","","","","","","","","","","","","","","","","","","","","",,,
"2339",":Characters","","","","","","","","","","","","","","","","","","","","Cerberus","","","","","","","","","","","","","","","","","","","","","","",,,
"2340",":Characters","","","","","","","","","","","","","","","","","","","","Cezar","","","","","","","","","","","","","","","","","","","","","","",,,
"2341",":Characters","","","","","","(06) June","","","","","","","","","","","","","","Chabo","","","","","","","","","","","","","","","","","","","","","","",,,
